id,overall_acc,overall_sens,overall_spec,overall_posi_pred
184/2,0.9446494464944649,0.0072992700729927005,0.1044776119402985,0.008264462809917328
184/3,1.0,0.0,0.0,0.0
184/4,0.9676724137931034,0.046511627906976744,0.026865671641791045,0.01807228915662651
185/3,0.8801955990220048,0.09580838323353294,0.13636363636363635,0.07111111111111112
186/2,0.5361842105263158,0.5555555555555556,0.019230769230769232,0.7329842931937173
186/3,0.7091254752851711,0.08695652173913043,0.33410138248847926,0.026936026936026924
188/3,0.9549019607843138,0.17647058823529413,0.005115089514066497,0.051219512195122
188/4,0.9455782312925171,0.05,0.056074766355140186,0.01941747572815533
189/2,1.0,0.0,0.0,0.0
8/1,0.9621212121212122,0.29508196721311475,0.004282655246252677,0.037267080745341574
9/1,0.8559322033898306,0.29545454545454547,0.109375,0.07065217391304346
